submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours
4.55E+15,22-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,2 days,Irregularly
6.70E+15,21-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Distrito Federal,,1,3 days,There are not enough
5.83E+15,25-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
5.09E+15,14-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Distrito Federal,,1,No,There are not enough
4.66E+15,29-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Miranda,,1,No,Irregularly
5.61E+15,24-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
5.89E+15,17-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.14E+15,17-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
6.20E+15,13-03-2021,Prefer not to answer,26 to 35 years old,Suburban/Peri-urban,Prefer not to answer,Some technical education (e.g polytechnic school),I am unemployed,Miranda,,1,No,There are not enough
4.68E+15,25-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am a student and I work part-time,Miranda,,1,No,There are not enough
4.63E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Miranda,,1,1 day,There are not enough
6.63E+15,15-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.19E+15,23-04-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Miranda,,1,No,Irregularly
4.55E+15,21-03-2021,Prefer not to answer,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,I am unemployed,Miranda,,1,No,There are not enough
5.03E+15,18-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Miranda,,1,No,There are not enough
5.19E+15,21-03-2021,Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
5.74E+15,17-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Miranda,,1,No,There are not enough
5.68E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
4.52E+15,13-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Miranda,,1,No,There are not enough
5.84E+15,17-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am unemployed,Miranda,,1,No,There are enough
6.64E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
4.65E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
5.91E+15,25-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Primary school completed,"I do housework, fulfilling domestic tasks, looking after children",Miranda,,1,No,Irregularly
5.58E+15,17-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.37E+15,25-03-2021,Female,36 to 45 years old,City center or metropolitan area,Prefer not to answer,Technical school diploma or degree completed,I am unemployed,Miranda,,1,No,There are not enough
6.47E+15,20-03-2021,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Primary school completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
6.49E+15,14-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Some primary education,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
5.48E+15,22-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some secondary school / high school,I am a student and I work part-time,Miranda,,1,Every day,Irregularly
6.56E+15,31-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
6.61E+15,31-03-2021,Male,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.07E+15,26-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
5.78E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
4.80E+15,26-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Lara,,1,No,Irregularly
4.95E+15,18-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,There are not enough
5.33E+15,14-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,Irregularly
5.46E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Bolívar,,1,No,Irregularly
4.91E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Bolívar,,1,No,There are enough
5.76E+15,01-04-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
5.38E+15,01-04-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Bolívar,,0,No,Irregularly
4.85E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Lara,,1,2 days,There are not enough
6.54E+15,14-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,I am unemployed,Lara,,0,No,There are not enough
5.69E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
6.67E+15,04-04-2021,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Bolívar,,1,Every day,There are enough
6.26E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,2 days,Irregularly
5.95E+15,14-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,There are not enough
6.06E+15,15-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,0,No,Irregularly
